no,UTM_X,UTM_Y,latitude,longitude,name,ชื่อโรงแรม (อังกฤษ),อำเภอ,สถานที่ตั้ง,subDistrict,district,phone,website
153,727811.8958,1912257.77,17.28416769,101.1430617,พูเพียงพอ ดา อาเต้ รีสอร์ท,Pupiang po Da Arte Resort,ด่านซ้าย,371 หมู่ที่ 1 ,ด่านซ้าย,ด่านซ้าย,08 1917 5806,https://www.facebook.com/pupiangpodaarte/
154,729839.2708,1911920.348,17.2809153,101.1620881,ภูนาคำ รีสอร์ท,PhuNaCome Resort,ด่านซ้าย,461 หมู่ 3 ,บ้านเดิ่น,ด่านซ้าย,0 4289 2005,https://www.facebook.com/PhunacomeResort/
155,738266.0186,1920551.632,17.35800644,101.2422606,คันทรีเฮ้าส์ โคกงาม,Country House Khokngam,ด่านซ้าย,203,โคกงาม,ด่านซ้าย,08 6620 6047,https://www.facebook.com/LongstayinLoei/
156,730438.462,1911849.911,17.28021828,101.1677143,เมาน์เทนกรีน รีสอร์ท ด่านซ้าย,Mountain Green Resort Dansai,ด่านซ้าย,589 หมู่ 3 ถนนเลย-ด่านซ้าย,ด่านซ้าย,ด่านซ้าย,08 9844 9335,-
157,725890.4427,1890777.759,17.09032795,101.1227832,บ้านไร่ลมโล,,ด่านซ้าย,บ้านไร่ลมโล ,กกสะทอน,ด่านซ้าย,09 9734 3239,https://www.facebook.com/farmhouselomlo/
158,726987.5653,1910233.814,17.26596794,101.1351003,ตรีจุฑารัตน์ รีสอร์ท,,ด่านซ้าย,123/44 หมู่ 4 ถ.ด่านซ้าย-นครไทย ,ด่านซ้าย,ด่านซ้าย,08 1441 7798,https://www.facebook.com/%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%88%E0%B8%B8%E0%B8%91%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-102400454464049/
159,720641.3834,1890601.621,17.08924733,101.0734619,ปางสุขกมลโฮมสเตย์,Pangsukamol Homestay,ด่านซ้าย,92 หมู่ 7 ,กกสะทอน,ด่านซ้าย,08 2882 9914 ,https://www.facebook.com/%E0%B8%9B%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%81%E0%B8%A1%E0%B8%A5%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9E%E0%B8%B1%E0%B8%81%E0%B8%A0%E0%B8%B9%E0%B8%A5%E0%B8%A1%E0%B9%82%E0%B8%A5-%E0%B8%8B%E0%B8%B2%E0%B8%81%E0%B8%B8%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%84%E0%B8%97%E0%B8%A2-491024847672566/
160,720712.8349,1890756.775,17.09064205,101.0741486,ภูลมโล@เลย โฮมสเตย์,Phulomlo @ Loei,ด่านซ้าย,58 หมู่ 8 ,กกสะทอน,ด่านซ้าย,08 1036 5016,https://www.facebook.com/profile.php?id=100051485061190
161,726141.8111,1891990.954,17.10126226,101.1252686,โฮมสเตย์ยายตา,,ด่านซ้าย,188 หมู่ 1 บ้านน้ำหมัน ,กกสะทอน,ด่านซ้าย,08 9277 2919,https://www.facebook.com/%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%95%E0%B8%B2-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9E%E0%B8%B1%E0%B8%81%E0%B8%A0%E0%B8%B9%E0%B8%A5%E0%B8%A1%E0%B9%82%E0%B8%A5-%E0%B8%8B%E0%B8%B2%E0%B8%81%E0%B8%B8%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%84%E0%B8%97%E0%B8%A2-1853264178229690/
162,726484.1548,1890674.728,17.08933876,101.1283492,ริมน้ำโฮมสเตย์ ภูลมโล,,ด่านซ้าย,285 หมู่ 1 ,กกสะทอน,ด่านซ้าย,09 5327 8303,https://www.facebook.com/%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9E%E0%B8%B1%E0%B8%81%E0%B8%A0%E0%B8%B9%E0%B8%A5%E0%B8%A1%E0%B9%82%E0%B8%A5-%E0%B8%8B%E0%B8%B2%E0%B8%81%E0%B8%B8%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%84%E0%B8%97%E0%B8%A2-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%94%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%8B%E0%B9%89%E0%B8%B2%E0%B8%A2-140239256618466/
163,726522.0389,1890790.768,17.09038324,101.128717,บ้านสวนของพ่อโฮมสเตย์,Father of House Homestay  ,ด่านซ้าย,92 หมู่ 7 น ,กกสะทอน,ด่านซ้าย,08 1633 2195,https://www.facebook.com/FatherofHouseHomestay/
164,720888.5551,1890666.69,17.08981136,101.0757901,ไร่ศรีวงษ์,,ด่านซ้าย,69 หมู่ 8 บ้านห้วยมุ่น ,กกสะทอน,ด่านซ้าย,09 3183 5524,https://www.facebook.com/%E0%B9%84%E0%B8%A3%E0%B9%88%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%87%E0%B8%A9%E0%B9%8C-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9E%E0%B8%B1%E0%B8%81%E0%B8%A0%E0%B8%B9%E0%B8%A5%E0%B8%A1%E0%B9%82%E0%B8%A5-%E0%B8%8B%E0%B8%B2%E0%B8%81%E0%B8%B8%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%84%E0%B8%97%E0%B8%A2-935587066489482/
165,723125.6065,1891311.575,17.09542052,101.0968677,โฮมสเตย์บ้านไร่วันวรุณ,,ด่านซ้าย,237 หมู่ 8 ,กกสะทอน,ด่านซ้าย,08 8733 6480,https://www.facebook.com/%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%A3%E0%B9%88%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%A7%E0%B8%A3%E0%B8%B8%E0%B8%93-%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9E%E0%B8%B1%E0%B8%81%E0%B8%A0%E0%B8%B9%E0%B8%A5%E0%B8%A1%E0%B9%82%E0%B8%A5-829972397170546/
166,721664.3403,1891307.95,17.09552938,101.0831414,พิมพ์ดาว โฮมสเตย์,Pimdao Homestay,ด่านซ้าย,หมู่ 8 ,กกสะทอน,ด่านซ้าย,09 1732 0563,https://www.facebook.com/%E0%B8%9E%E0%B8%B4%E0%B8%A1%E0%B8%9E%E0%B9%8C%E0%B8%94%E0%B8%B2%E0%B8%A7-%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C-167724687289631/
167,731631.4421,1935762.927,17.49609403,101.18149,โฮมสเตย์ยายละไม,,ด่านซ้าย,29 หมู่ 4 ,ปากหมัน,ด่านซ้าย,09 3218 8429,https://www.facebook.com/%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%A5%E0%B8%B0%E0%B9%84%E0%B8%A1-112769736906845/
168,731580.0817,1935669.446,17.49525497,101.1809965,ภูอีเลิศ โฮมสเตย์,Phu E Lert Homestay,ด่านซ้าย,78 หมู่ที่ 4 บ้านปากหมัน ,ปากหมัน,ด่านซ้าย,08 5460 6976,https://www.facebook.com/%E0%B8%A0%E0%B8%B9%E0%B8%AD%E0%B8%B5%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%A8-%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C-Phueloet-Homestay-103237721108011/
169,726082.1856,1891006.954,17.09237945,101.1246077,The Camp Phulomlo,The Camp Phulomlo,ด่านซ้าย,134 บ้านน้ำหมัน,กกสะทอน,ด่านซ้าย,06 1046 8429 ,https://www.facebook.com/thecamp.phulomlo/
170,751126.1387,1929845.786,17.44055279,101.3642898,กรีนฮิลล์ รีสอร์ท ภูเรือ,GreenHill Resort Phurue,ภูเรือ,128 หมู่ที่ 5 ,หนองบัว,ภูเรือ,08 1184 4665,https://www.facebook.com/greenhillresortphurea
171,753416.3959,1931683.189,17.45688974,101.3860544,คาซ่า เดอ ปันดาว,Casa de pandao,ภูเรือ,234 หมู่ที่ 2 ,หนองบัว,ภูเรือ,08 1260 1826,https://www.facebook.com/casadepandao/
172,754217.7343,1931502.305,17.45516554,101.3935733,คิตตี้เมืองชมพูรีสอร์ท,Kitty Resort,ภูเรือ,411 หมู่ที่ 4 ,หนองบัว,ภูเรือ,09 9625 5989,https://www.facebook.com/pages/category/Hotel---Lodging/%E0%B8%84%E0%B8%B4%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%A1%E0%B8%9E%E0%B8%B9%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%A2-116045396442006/
173,748969.7946,1930727.207,17.44875335,101.3441026,ดอยเลียงรีสอร์ท,Doi Leang Resort,ภูเรือ,71 หมู่ที่ 6 ,หนองบัว,ภูเรือ,08 7807 6114,https://resort-hotel-284.business.site
174,748393.909,1930534.631,17.44707785,101.3386616,บ้านสบาย สบาย รีสอร์ท,Ban Sabai Sabai,ภูเรือ,261 หมู่ที่ 6 ,หนองบัว,ภูเรือ,08 7216 4091,https://web.facebook.com/สบายสบาย-รีสอร์ท-1544886145756481/?ref=py_c&_rdc=1&_rdr
175,748953.9911,1930652.902,17.44808402,101.3439453,ภูเรือเบสต์เฮาส์,phuruaguesthouse,ภูเรือ,218 หมู่ที่ 6 ,หนองบัว,ภูเรือ,08 4514 5214,https://m.facebook.com/ภูเรือเบสต์เฮาส์-218073668257379/?__tn__=%7E-R
176,750325.4307,1931845.802,17.4587052,101.3569883,โรงแรม พรปวีณ์ รีสอร์ท,,ภูเรือ,459 หมู่ที่ 7 ,หนองบัว,ภูเรือ,09 5668 9379,https://www.facebook.com/tel.0956689379/
177,750608.746,1931677.997,17.45715806,101.3596347,โรงแรม กังสดาลรีสอร์ท,Kangsadan Resort,ภูเรือ,543 หมู่ที่ 7 ,หนองบัว,ภูเรือ,09 3539 1835,https://web.facebook.com/kangsadan.re/?_rdc=1&_rdr
178,751931.4279,1931641.535,17.4566807,101.3720765,โรงแรม บีคูล บูทีค,Be Cool Boutique Hotel,ภูเรือ,228 หมู่ที่ 2 ,หนองบัว,ภูเรือ,09 1867 1191,https://m.facebook.com/becoolboutiquephurua/
179,750628.0037,1931347.684,17.45417271,101.3597775,โรงแรม ภูผกา รีสอร์ท,Phu Phaka Resort,ภูเรือ,533 หมู่ที่ 7 ,หนองบัว,ภูเรือ,09 8169 6462,https://m.facebook.com/phupakaresort/?locale2=th_TH
180,746466.99,1930170.158,17.44399832,101.3204887,โรงแรม ภูเรือ แซงค์ฌัวรี รีสอร์ท แอนด์ สปา,Phurua Sanctuary resort and spa,ภูเรือ,216 หมู่ที่ 8 ,หนองบัว,ภูเรือ,08 7028 0516,https://th-th.facebook.com/phuruasanctuary/
181,748786.9546,1930686.814,17.4484088,101.3423775,โรงแรม ภูเรือ มันตรา รีสอร์ท,PHURUA MANTRA HOTEL,ภูเรือ,255 หมู่ที่ 6 ,หนองบัว,ภูเรือ,08 7222 2625,https://th-th.facebook.com/phuruamantra88
182,747795.0451,1930098.413,17.44320425,101.3329765,โรงแรม ภูเรือคีรี รีสอร์ท,Phuruakeeree Resort,ภูเรือ,239 หมู่ที่ 8 ,หนองบัว,ภูเรือ,09 3298 9661,https://th-th.facebook.com/PhuruaKeereeResort/
183,751089.3434,1931278.915,17.45350009,101.3641105,โรงแรม ภูเรือบูทีค,phuruaboutique,ภูเรือ,119 หมู่ที่ 7 ,หนองบัว,ภูเรือ,09 3536 2519,https://www.facebook.com/phuruaboutique/
184,752246.4986,1931669.138,17.45689461,101.3750445,โรงแรม วิลล่าเดอพันตา,Villa de panta,ภูเรือ,258 หมู่ที่ 2 ,หนองบัว,ภูเรือ,08 7571 2519,https://th-th.facebook.com/pantahotelresort
185,748156.3853,1930458.605,17.44641748,101.3364179,โรงแรม สวยจัง - เลย บูทีค,,ภูเรือ,135 หมู่ที่ 8 ถนนเลย - หล่มสัก ,หนองบัว,ภูเรือ,06 2669 5399,https://th-th.facebook.com/pages/category/Hotel-Resort/%E0%B8%AA%E0%B8%A7%E0%B8%A2%E0%B8%88%E0%B8%B1%E0%B8%87_%E0%B9%80%E0%B8%A5%E0%B8%A2-%E0%B8%9A%E0%B8%B9%E0%B8%97%E0%B8%B5%E0%B8%84-phurua-168961233311814/
186,749168.3546,1930717.317,17.44864201,101.3459698,โรงแรม เอส เจ เค บูทีค,SJK Boutigue Hotel,ภูเรือ,322 หมู่ที่ 6 ,หนองบัว,ภูเรือ,06 3456 2441,https://th-th.facebook.com/SJKBoutiqueHotel/
187,750470.0447,1931756.224,17.45788004,101.3583386,โรงแรมบ้านธงชัยรีสอร์ท,,ภูเรือ,410 หมู่ที่ 7 ถนนเลย-หล่มสัก ,หนองบัว,ภูเรือ,09 3329 6709,
188,750444.6755,1931776.882,17.45806945,101.3581023,โรงแรมภูน้ำค้างรีสอร์ท,,ภูเรือ,118 หมู่ที่ 7 ถนนเลย - หล่มสัก ,หนองบัว,ภูเรือ,08 2839 9720,https://th-th.facebook.com/ภูน้ำค้างรีสอร์ท-อำเภอภูเรือ-623162438051303/?ref=page_internal
189,750474.8523,1931881.242,17.4590086,101.3583984,โรงแรมภูเพชรฮิลล์รีสอร์ท,Phuphet Hill Resort,ภูเรือ,369 หมู่ที่ 7,หนองบัว,ภูเรือ,08 1320 2874,https://www.facebook.com/%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3-%E0%B8%AE%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%A2-303383629697820/
190,750409.977,1931790.796,17.45819899,101.3577774,โรงแรมภูฟ้าใส,,ภูเรือ,405 หมู่ที่ 7 ,หนองบัว,ภูเรือ,08 2852 5956,https://www.facebook.com/ภูฟ้าใส-รีสอร์ท-อภูเรือ-จเลย-372575019559026/
191,750358.5979,1931272.356,17.45352245,101.3572337,โรงแรมภูเรือเนเจอร์วิวรีสอร์ท,PhuruaNatureViewResort,ภูเรือ,535 หมู่ที่ 7 ,หนองบัว,ภูเรือ,08 1948 3567,https://th-th.facebook.com/PhuruaNatureViewResort/about
192,752646.9935,1931712.58,17.45724191,101.3788181,โรงแรมภูเรือบุษบารีสอร์ท & สปา,Phurua Bussaba Resort,ภูเรือ,184 หมู่ที่ 2 ถนนเลย - หล่มสัก ,หนองบัว,ภูเรือ,08 6218 3777,https://www.facebook.com/phuruabussaba
193,750287.7271,1931854.412,17.45878716,101.3566345,โรงแรมภูเรือพันวา,phuruapanwa,ภูเรือ,426 หมู่ที่ 7 ,หนองบัว,ภูเรือ,08 5607 7559,https://th-th.facebook.com/phuruapanwa/
194,755520.4991,1931918.059,17.45877236,101.4058808,โรงแรมภูเรือเพลินจิตรีสอร์ท,,ภูเรือ,435 หมู่ที่ 4 ,หนองบัว,ภูเรือ,08 3143 1376,https://www.facebook.com/ภูเรือเพลินจิตรีสอร์ท-1678397029109020/
195,753083.6139,1931877.867,17.45868548,101.3829459,โรงแรมภูเรือรีสอร์ท,Phurua Resort,ภูเรือ,163 หมู่ที่ 2 ถนนเลย - หล่มสัก ,หนองบัว,ภูเรือ,0 4289 9048,https://www.facebook.com/phuruaresortloei/
196,751558.1497,1931232.847,17.45303155,101.3685164,โรงแรมภูเรือเรือนไม้รีสอร์ท,Phuruarounmai Resort,ภูเรือ,471 หมู่ที่ 1 ,หนองบัว,ภูเรือ,0 4289 9418,
197,750668.0949,1931346.097,17.45415391,101.3601545,โรงแรมระเบียงภูรีสอร์ท,rabiangphuresort ,ภูเรือ,483 หมู่ที่ 7 ,หนองบัว,ภูเรือ,09 9897 4782,https://www.facebook.com/rabiangphuresort/
198,747232.0743,1930308.419,17.44516298,101.3277035,โรงแรมริมเขา ,RimKao,ภูเรือ,21 หมู่ที่ 8 ,หนองบัว,ภูเรือ,08 1871 2875,https://www.facebook.com/RimKao/
199,743711.3249,1925793.664,17.40477099,101.2940653,โรงแรมรุ่งทิวารีสอร์ท,roongthiwaresortphurua,ภูเรือ,281 หมู่ที่ 10 ,ร่องจิก,ภูเรือ,08 4391 7431,https://www.facebook.com/roongthiwaresortphurua/
200,748161.0596,1930526.233,17.44702774,101.3364697,โรงแรมไร่สบันงารีสอร์ท,,ภูเรือ,43 หมู่ที่ 8 ,หนองบัว,ภูเรือ,06 4327 7788,https://www.facebook.com/Love-เลย-Coffee-สบันงา-รีสอร์ท-311014132308364/
201,751997.7992,1931712.016,17.45730979,101.3727093,โรงแรมภูเรืออินน์,Phurua inn,ภูเรือ,65/1 บ้านหนองเสือคาง ,หนองบัว,ภูเรือ,08 0803 3799 ,https://www.facebook.com/Phurua-inn-290460575072876/
202,750446.8267,1931577.335,17.45626701,101.3580994,ทองฮักเฮ้าส์ รีสอร์ท แอนด์ โฮมสเตย์,Thonghug House Resort and Homestay,ภูเรือ,417 หมู่ 7 ,หนองบัว,ภูเรือ,09 5670 5528,https://www.facebook.com/%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AE%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AE%E0%B8%B2%E0%B8%AA%E0%B9%8C-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD-378945798942257/
203,752410.2575,1931584.943,17.45611581,101.3765755,ชมวิว รีสอร์ท,,ภูเรือ,218 หมู่ 2,หนองบัว,ภูเรือ,08 3451 3195,https://www.facebook.com/%E0%B8%8A%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%A7-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-113511757085796/
204,750621.1531,1931912.655,17.45927598,101.3597787,ภูสำเภา วัลเล่ย์,Phu sumphao valley,ภูเรือ,555 หมู่ 7 ,หนองบัว,ภูเรือ,08 9924 9596,https://www.facebook.com/Phusumphao/
205,750107.2129,1932212.575,17.46204202,101.3549774,วรัญญารีสอร์ท,Waranya Resort,ภูเรือ,456 หมู่ 7 ,หนองบัว,ภูเรือ,09 1541 5159,https://www.facebook.com/%E0%B8%A7%E0%B8%A3%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-148691165194414/
206,762348.8021,1930327.512,17.44362091,101.4699368,พฤกษาธาราการ์เด้น,Prruksatara garden Resort & Camping,ภูเรือ,129 หมู่ 1 ,สานตม,ภูเรือ,09 5663 4289,https://www.facebook.com/phiksataragardens/
207,754097.6771,1932445.106,17.46369376,101.3925548,ไร่สนสีแสด แอท ภูเรือ,Farm & Stay by Raison See Saed,ภูเรือ,172 หมู่ 4 ,หนองบัว,ภูเรือ,08 9770 3187,https://m.facebook.com/PhuruaShitakeFarm/posts
208,750361.7945,1931809.974,17.45837757,101.3573263,สิรยา รีสอร์ท,Siraya Resort Phu Ruea,ภูเรือ,444 หมู่ 7 ,หนองบัว,ภูเรือ,08 8509 5299,https://www.facebook.com/sirayaresort/
209,757730.327,1951880.372,17.63879729,101.4290766,ภูตะวันชมดาว รีสอร์ท,,ท่าลี่,194 หมู่ที่ 9 ,หนองผือ,ท่าลี่,08 6856 1612,https://www.facebook.com/pages/category/Hotel-Resort/ภูตะวันชมดาว-รีสอร์ท-1430996220542594/
210,756044.0189,1958618.231,17.69984122,101.4140058,โรงแรม บ้านพักพอเพียง,BAN PHAK PHOPHIANG,ท่าลี่,154 หมู่ที่ 6 ,หนองผือ,ท่าลี่,09 0985 7022,https://www.facebook.com/cakeporpeang/
211,756156.8305,1951453.541,17.63512472,101.4142049,โรงแรม ฮีโร่แอนด์ฮัก ลอฟท์ โฮเทล,Hero & Hug lofe hotel,ท่าลี่,118 หมู่ที่ 7 ,ท่าลี่,ท่าลี่,06 1934 8788,https://web.facebook.com/Heroandhuglofthotel/?_rdc=1&_rdr
212,753779.3786,1957946.115,17.69403231,101.3925878,โรงแรมบ้านสวนริมธาร,,ท่าลี่,269 หมู่ที่ 4 ,อาฮี,ท่าลี่,08 1369 5713,https://web.facebook.com/บ้านสวนริมธาร-อท่าลี่-จเลย-158389970891921/?_rdc=1&_rdr
213,757987.753,1952360.944,17.64310734,101.4315595,โรงแรมเลอ บาร์ แทรี,Le Bar Tarry Hotel,ท่าลี่,234 หมู่ 9 ,หนองผือ,ท่าลี่,09 9625 8780,https://www.facebook.com/Lebartarry/
214,795154.0165,1914906.07,17.30031837,101.7764377,ริเวอร์เลยแกรนด์วิว,River Loei Grand View Hotel,วังสะพุง,279 หมู่ที่ 2 ,ศรีสงคราม,วังสะพุง,08 8059 4212,-
215,795105.9151,1915013.493,17.30129451,101.7760001,โรงแรม เดอะ โคซี่,The Cozy Hotel,วังสะพุง,157 หมู่ที่ 2 ,ศรีสงคราม,วังสะพุง,09 5654 8965,https://www.facebook.com/The-Cozy-Hotel-1952629118287526/?ref=page_internal
216,794031.3303,1914163.268,17.29375775,101.7657856,โรงแรม พลัส โฮเทล,PLUS HOTEL,วังสะพุง,199 หมู่ที่ 4 ,วังสะพุง,วังสะพุง,0 4281 0799,https://www.facebook.com/PlusHotelLoei/
217,793992.2553,1916982.37,17.3192156,101.7657991,โรงแรมคุณนาย รีสอร์ท,,วังสะพุง,404 หมู่ที่ 6,วังสะพุง,วังสะพุง,08 9991 7490,https://www.facebook.com/pages/category/Lodge/ที่พักวังสะพุง-คุณนายรีสอร์ท-330942460345014/
218,790438.552,1916813.948,17.31815359,101.7323722,โรงแรมเจนจิรารีสอร์ท...ก๋อ,,วังสะพุง,183/1 หมู่ที่ 13 ,วังสะพุง,วังสะพุง,08 8893 6471,https://www.facebook.com/เจนจิรารีสอร์ทก๋อ-280289665428163/
219,797736.7161,1915409.379,17.3045247,101.8007802,โรงแรมต้นสักเลยรีสอร์ท,Tonsak Loei Resort,วังสะพุง,657 หมู่ที่ 11 ถนนเลย - อุดรธานี ,ศรีสงคราม,วังสะพุง,09 3546 3633,https://www.facebook.com/tonsakloei/
220,796353.6502,1917673.131,17.32514429,101.7880895,วังรีสอร์ท ,Wang Resort,วังสะพุง,135 หมู่ที่ 11 ถนนเลย - อุดรธานี ,ศรีสงคราม,วังสะพุง,0 42842 2702,https://www.facebook.com/wangresort/
221,797103.531,1915065.668,17.30150461,101.7947822,โรงแรมสกุลปลั่งรีสอร์ท,Sakolplung Resort,วังสะพุง,236 หมู่ที่ 11 ถนนเลย - อุดร ,ศรีสงคราม,วังสะพุง,09 9071 9937,https://www.facebook.com/sakolplungresort/
222,796022.396,1915436.585,17.30499491,101.7846714,โรงแรมสมายด์รีสอร์ท,Smile Resort,วังสะพุง,769 หมู่ที่ 11 ,ศรีสงคราม,วังสะพุง,08 1964 6287,https://www.facebook.com/smileresort.wangsaphung/?ref=page_internal
223,796480.2858,1915268.685,17.30341916,101.7889522,ศรีทองรีสอร์ท,Srithong Resort,วังสะพุง,628 หมู่ที่ 11 ,ศรีสงคราม,วังสะพุง,09 5498 7197,https://www.facebook.com/%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-870635279754867/
224,793902.9604,1915796.87,17.30852369,101.7647996,พัชลีพร รีสอร์ต,Patchareeporn Resort,วังสะพุง,458 หมู่ที่ 10 ,วังสะพุง,วังสะพุง,08 7222 3751,https://www.facebook.com/pages/category/Bed-and-Breakfast/พัชลีพรรีสอร์ท-อวังสะพุง-398346727180114/
225,796541.5267,1915815.511,17.30834817,101.7896023,สวนลำไยรีสอร์ท,Suanlamyai Resort,วังสะพุง,30 หมู่ที่ 11 ,ศรีสงคราม,วังสะพุง,08 1837 5458,https://web.facebook.com/SuanLamyaiResort?_rdc=1&_rdr
226,793886.4281,1914096.571,17.29317434,101.7644147,บุญนำ เดอะ วิลล่า,BOONNUM THE VILLA,วังสะพุง,251 หมู่ที่ 3 ถนนภูมิวิถี ,วังสะพุง,วังสะพุง,08 1749 7703,https://www.facebook.com/boonnumthevilla/
227,794345.6441,1914580.309,17.2974823,101.768796,ริมเลย โฮมสเตย์,,วังสะพุง,426,ศรีสงคราม,วังสะพุง,08 1234 9859,https://www.facebook.com/%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B8%A2-%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C-%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87-%E0%B8%88%E0%B9%80%E0%B8%A5%E0%B8%A2-112389922912277/?ref=page_internal
228,795097.7951,1915424.838,17.30500944,101.7759796,โรงแรมแรร์ เลย,Rare Loei Hotel,วังสะพุง,124 ถนนศรีสงคราม ,ศรีสงคราม,วังสะพุง,09 5853 0557,https://www.facebook.com/Rare-Loei-Hotel-%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%81%E0%B8%A3%E0%B8%A1-%E0%B9%81%E0%B8%A3%E0%B8%A3%E0%B9%8C-%E0%B9%80%E0%B8%A5%E0%B8%A2-103563871370064/
