ที่,name,ประเภทร้านอาหาร 1,ประเภทร้านอาหาร 2,ประเภทร้านอาหาร 3,สินค้า บริการ,เปิด-ปิด,phone,โทรศัพท์ 2,โทรศัพท์ 3,website,FB,latitude,longtitude,UTM_X,UTM_Y,subDistrict,district
87,Tani Chiangkhan Café Stand,ร้านคาเฟ่,,,เครื่องดื่ม เบเกอรี่,ทุกวัน 08:00 - 15:00 น.,09 6969 5193,,,https://www.wongnai.com/restaurants/307992yo-tani-chiangkhan-cafe-stand-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99,https://web.facebook.com/pages/Tani-Chiangkhan-Cafe-Stand/800079850115943?_rdc=1&_rdr,17.89761394,101.6751404,783444.4614,1980892.564,เชียงคาน,เชียงคาน
88,สังขยาคุณแม่,ร้านคาเฟ่,,,ขนมปังสังขยา,ทุกวัน 08:00 - 20:00 น. ,08 9180 1021,,,https://www.wongnai.com/restaurants/16213mi-%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%82%E0%B8%A2%E0%B8%B2%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A1%E0%B9%88,https://web.facebook.com/sangkayah/?hc_location=timeline,17.89462729,101.6539941,781207.298,1980529.783,เชียงคาน,เชียงคาน
89,นับดาว คาเฟ่ & ฟาร์มแกะ,ร้านคาเฟ่,, ,อาหาร เครื่องดื่ม บริการห้องพัก,ทุกวัน 07.00 - 17.00 น.,09 5663 7401,,,https://www.chillpainai.com/scoop/10728/,https://www.facebook.com/%E0%B8%99%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B1%E0%B8%9A%E0%B8%94%E0%B8%B2%E0%B8%A7%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%A0%E0%B8%B9-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B9%81%E0%B8%81%E0%B8%B0-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-1541671706073133/,17.87552294,101.6734342,783298.6567,1978443.759,เชียงคาน,เชียงคาน
90,บ้านชานเคียง ที่เชียงคาน,ร้านคาเฟ่,,,กาแฟ เครื่องดื่ม,ทุกวัน 06.00 - 22.00 น.,08 5460 2035  ,0 4282 1096,,,https://www.facebook.com/Chankhiang.Chiangkhan/,17.8935571,101.6514009,780934.068,1980407.365,เชียงคาน,เชียงคาน
91,สุวรรณรามาคอฟฟี่ เชียงคาน,ร้านคาเฟ่,,,กาแฟ เครื่องดื่ม,ทุกวัน 07.00 - 19.00 น.,0 4282 1218,,,https://www2.edtguide.com/index.php/www/drink/332641/Suwanrama-Coffee,https://www.facebook.com/Suwanrama/,17.8932164,101.654655,781279.5979,1980374.55,เชียงคาน,เชียงคาน
92,จิ๊กโก๋ยัดไส้,ร้านสตรีทฟู้ด,,,ปาท่องโก๋,ทุกวัน 17.00 - 21:30 น. ,06 5246 2746,,,,https://www.wongnai.com/restaurants/178362iy-%E0%B8%88%E0%B8%B4%E0%B9%8A%E0%B8%81%E0%B9%82%E0%B8%81%E0%B9%8B%E0%B8%A2%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%AA%E0%B9%89,17.89655753,101.6585172,781683.7811,1980750.359,เชียงคาน,เชียงคาน
93,โรตีหวานใจ เชียงคาน,ร้านสตรีทฟู้ด,,,โรตี,ทุกวัน 16:00 - 22:00 น.,08 1050 8952,,,https://www.wongnai.com/restaurants/472419cY-%E0%B9%82%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B9%83%E0%B8%88-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99,https://web.facebook.com/%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B9%83%E0%B8%88%E0%B9%82%E0%B8%A3%E0%B8%95%E0%B8%B5-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-1010979042444066/,17.8954776,101.6602355,781867.6644,1980633.376,เชียงคาน,เชียงคาน
94,แหนมคลุกแม่แห่ว,ร้านสตรีทฟู้ด,,,อาหาร,ทุกวัน 09:00 - 18:00 น.,08 0238 0652,,,https://www.wongnai.com/restaurants/142882KT-%E0%B9%81%E0%B8%AB%E0%B8%99%E0%B8%A1%E0%B8%84%E0%B8%A5%E0%B8%B8%E0%B8%81%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%AB%E0%B9%88%E0%B8%A7,https://web.facebook.com/pages/category/Food---Beverage-Company/%E0%B9%81%E0%B8%AB%E0%B8%99%E0%B8%A1%E0%B8%84%E0%B8%A5%E0%B8%B8%E0%B8%81%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%AB%E0%B9%88%E0%B8%A7-Namklukmaeheaw-1639292169694205/?_rdc=1&_rdr,17.89396727,101.6527478,781076.2086,1980454.816,เชียงคาน,เชียงคาน
95,อังเปาปลาท่องโก๋ยัดใส้,ร้านสตรีทฟู้ด,,,ปาท่องโก๋ อาหารจีน,ทุกวัน 15:00 น. , ,,,,https://www.wongnai.com/restaurants/217359Dy-%E0%B8%AD%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%9B%E0%B8%B2%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%81%E0%B9%8B%E0%B8%A2%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%AA%E0%B9%89,17.89641385,101.6576032,781587.1113,1980733.066,เชียงคาน,เชียงคาน
96,กุ้งน้ำโขงยายลอง,ร้านสตรีทฟู้ด,,,อาหาร,ทุกวัน 18:00 - 21:00 น., ,,,,https://www.wongnai.com/restaurants/216537Gj-%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%82%E0%B8%82%E0%B8%87%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%A5%E0%B8%AD%E0%B8%87,17.89607521,101.6567429,781496.4424,1980694.267,เชียงคาน,เชียงคาน
97,ข้าวเปียกเส้น ซอย 10,ร้านสตรีทฟู้ด,,,อาหาร,จันทร์ - ศุกร์ 06.30 - 15.00 น. เสาร์ - อาทิตย์ 06.30 - 20.00 น.,08 5447 3812,,,,https://www.wongnai.com/reviews/919049ebc16e46c4a250c21ab5ba60cc,17.8944192,101.6555581,781373.44,1980509.103,เชียงคาน,เชียงคาน
98,ติดนมเลย เชียงคาน,ร้านสตรีทฟู้ด,,,เครื่องดื่ม,เปิดบริการ 24 ชม.,0 4282 1218,,,https://www.wongnai.com/restaurants/243986FS-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%99%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B8%A2-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99,https://web.facebook.com/TidNomLoei/?_rdc=1&_rdr,17.895838,101.655697,781385.9303,1980666.42,เชียงคาน,เชียงคาน
99,ร้านแม่งามอิ่มอร่อย ,ร้านอาหาร,,,อาหารเช้า กาแฟ,ทุกวัน 06:00 - 22:00 น.,09 3365 4230  ,09 8150 7588,,https://www.wongnai.com/listings/chiangkhan-good-view-restaurants,https://www.facebook.com/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%87%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B8%A2%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99-%E0%B9%82%E0%B8%88%E0%B9%8A%E0%B8%81%E0%B8%AB%E0%B8%A1%E0%B8%B9-%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B0-108734157632696/,17.89624434,101.6571527,781539.6191,1980713.615,เชียงคาน,เชียงคาน
100,จุ่มนัวยายพัด เชียงคาน,ร้านอาหาร,,,สุกี้ลาว,จันทร์ - เสาร์ เวลา 07.00 - 15.00 น. หยุดวันอาทิตย์,0 4282 2079,,,https://www.wongnai.com/restaurants/148250wx-%E0%B8%88%E0%B8%B8%E0%B9%88%E0%B8%A1%E0%B8%99%E0%B8%B1%E0%B8%A7-%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%9E%E0%B8%B1%E0%B8%94,https://www.facebook.com/suttinant26/,17.89485296,101.654921,781305.2146,1980556.172,เชียงคาน,เชียงคาน
101,เดอะ มาส์ก (The MASK Chill Bar & Relaxing),ร้านอาหาร,,,อาหาร สเต๊ก เครื่องดื่ม,ทุกวัน 12.00 - 23.00 น. หยุดวันอังคาร,08 8692 4416  ,06 2923 6559,,https://www.wongnai.com/restaurants/247606ib-the-mask-chill-bar-relaxing,https://www.facebook.com/Themaskbarchiangkhansoi9/,17.89397496,101.6544318,781254.7407,1980458.21,เชียงคาน,เชียงคาน
102,Smile @ ChiangKhan ,ร้านอาหาร,,,อาหาร เครื่องดื่ม,ทุกวัน 11:00 - 22:00 น. หยุดวันจันทร์,08 8563 6377,,,https://www.wongnai.com/articles/smile-at-chiangkhan-loey,https://www.facebook.com/smileatchiangkhan/,17.89295703,101.6477033,780542.9969,1980335.344,เชียงคาน,เชียงคาน
103,ระเบียงริมโขง เชียงคาน,ร้านอาหาร,,,อาหาร เครื่องดื่ม,ทุกวัน 11.00 - 22.00 น.,08 7952 5758,,,,https://www2.edtguide.com/index.php/www/eat/65576/rabiang-rim-kong,17.89530156,101.6543105,781239.7807,1980604.924,เชียงคาน,เชียงคาน
104,จิตส้มตำไก่ย่าง เชียงคาน,ร้านอาหาร,,,อาหาร,ทุกวัน 08.00 - 18.00 น.,08 5752 8887,,,https://www.wongnai.com/restaurants/12933kz-%E0%B8%88%E0%B8%B4%E0%B8%95%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3,https://www.facebook.com/jitsomtam/,17.89591119,101.6618497,782038.1056,1980683.833,เชียงคาน,เชียงคาน
105,ซุมกันประชามิตร เชียงคาน,ร้านอาหาร,,,อาหารเช้า อาหารตามสั่ง เกาเหลาต้มเลือดหมู โจ๊ก,ทุกวัน 07.00 - 19.30 น.,0 4282 1051  ,08 1964 6407,,https://www.wongnai.com/restaurants/18078Tq-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%8B%E0%B8%B8%E0%B8%A1%E0%B8%81%E0%B8%B1%E0%B8%99,https://www.facebook.com/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8B%E0%B8%B8%E0%B8%A1%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%A3-176063699655488/,17.89354203,101.6544555,781257.9303,1980410.307,เชียงคาน,เชียงคาน
106,อร่อยจังเลย เชียงคาน,ร้านอาหาร,,,อาหารตามสั่ง,ทุกวัน 09.00 - 21.00 น.,08 2226 4554  ,08 2226 4004,,https://www2.edtguide.com/index.php/www/eat/424172/Aroychang-Leoi-Restaurant,https://www.facebook.com/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%A5%E0%B8%A2-Aroy-Chang-Loei-Restaurant-107716087229834/,17.89576044,101.6585427,781687.747,1980662.134,เชียงคาน,เชียงคาน
107,ลุงมุขปาท่องโก๋ยัดไส้ (แม่อรุณศรี) เชียงคาน,ร้านอาหาร,,,เครื่องดื่ม ขนมหวาน,ทุกวัน 04.00 - 09.00 น. และ 17.00 - 21.00 น.,08 5743 5394,,,https://www.wongnai.com/reviews/43babdccbddc49019b5d523afa3f6dd8,https://www.facebook.com/%E0%B8%9B%E0%B8%B2%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%81%E0%B9%8B%E0%B8%A2%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%AA%E0%B9%89-%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%A1%E0%B8%B8%E0%B8%82-369803790098071/,17.89222902,101.6552271,781341.81,1980266.08,เชียงคาน,เชียงคาน
108,ป้าบัวหวานข้าวปุ้นน้ำแจ่ว เชียงคาน,ร้านอาหาร,,,อาหารเช้า ขนมปัง กาแฟ,ทุกวัน 07.30 - 12.00 น.,0 4282 1404,08 3418 9809,,,https://www.wongnai.com/restaurants/93499qr-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9B%E0%B8%B8%E0%B9%89%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B9%81%E0%B8%88%E0%B9%88%E0%B8%A7%E0%B8%9B%E0%B9%89%E0%B8%B2%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99,17.89315979,101.6572785,781557.8222,1980372.246,เชียงคาน,เชียงคาน
109,อันจัง บุฟเฟต์หมูกระทะ,ร้านอาหาร,,,บุฟเฟต์หมูกระทะ,ทุกวัน 09.00 - 22.00 น.,08 8550 9254,,,https://food.trueid.net/detail/7qyQOBa44rmq,https://www.facebook.com/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B1%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%9A%E0%B8%B8%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B8%95%E0%B9%8C%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%97%E0%B8%B0-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%A5%E0%B8%A2-183668019232759/,17.864719,101.6556365,781428.587,1977220.463,เชียงคาน,เชียงคาน
110,เฮือนพัดโบก,ร้านอาหาร,,,อาหาร เครื่องดื่ม บริการห้องพัก,ทุกวัน 09.00 - 17.30 น.,09 5916 8392,09 8353 5639,08 4514 0624,https://www.wongnai.com/restaurants/462531Ff-%E0%B9%80%E0%B8%AE%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%9E%E0%B8%B1%E0%B8%94%E0%B9%82%E0%B8%9A%E0%B8%81,https://www.facebook.com/PUDBOK-COFFEE-238896623246653/,17.89352502,101.6516166,780956.9801,1980404.138,เชียงคาน,เชียงคาน
111,ครัวนุชา (เชียงคานฮิลล์รีสอร์ท) ,ร้านอาหาร,,,อาหาร เครื่องดื่ม บริการห้องพัก,ทุกวัน 11.00 - 20.00 น.,08 1860 8810,09 4591 5251,,https://www.wongnai.com/restaurants/93409ks-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%99%E0%B8%B8%E0%B8%8A%E0%B8%B2-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99%E0%B8%AE%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97,https://www.facebook.com/chiangkhanhill/posts/1919322341453340/,17.90635766,101.7012838,786202.1143,1981900.799,เชียงคาน,เชียงคาน
112,เฮือนข้าวฟ่าง เชียงคาน ริเวอร์ กรีน ฮิลล์ ,ร้านอาหาร,,,อาหารไทย-พื้นเมือง บริการห้องพัก,ทุกวัน 11.00 – 21.00 น. ,0 4203 9600  ,06 1019 6660 ,,https://www.wongnai.com/restaurants/305953oY-%E0%B9%80%E0%B8%AE%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9F%E0%B9%88%E0%B8%B2%E0%B8%87-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%99-%E0%B8%AE%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C,https://www.facebook.com/chiangkhanrivergreenhill/,17.89754265,101.7163351,787812.0089,1980947.866,เชียงคาน,เชียงคาน
113,เหลียวแล เชียงคาน,ร้านอาหาร,,,อาหาร,จันทร์ - ศุกร์ 11.00 - 21.30 น. เสาร์ - อาทิตย์ 16.00 - 21.30 น.,08 6240 2350,,,https://www.wongnai.com/restaurants/93497vF-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B9%81%E0%B8%A5,https://www.facebook.com/%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B9%81%E0%B8%A5-104119367638592/,17.89653097,101.658364,781667.5823,1980747.186,เชียงคาน,เชียงคาน
114,ตำลืมผัว ชิดฮิมโขง เชียงคาน,ร้านอาหาร,,,อาหาร เครื่องดื่ม,ทุกวัน 07.00 - 21.00 น.,08 9093 3017,,,https://www.wongnai.com/restaurants/373889Ts-%E0%B8%95%E0%B8%B3%E0%B8%A5%E0%B8%B7%E0%B8%A1%E0%B8%9C%E0%B8%B1%E0%B8%A7-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%AE%E0%B8%B4%E0%B8%A1%E0%B9%82%E0%B8%82%E0%B8%87-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99,https://www.facebook.com/%E0%B8%95%E0%B8%B3%E0%B8%A5%E0%B8%B7%E0%B8%A1%E0%B8%9C%E0%B8%B1%E0%B8%A7-%E0%B8%8A%E0%B8%B4%E0%B8%94%E0%B8%AE%E0%B8%B4%E0%B8%A1%E0%B9%82%E0%B8%82%E0%B8%87%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-105058465103668/,17.89685479,101.659167,781752.207,1980784.258,เชียงคาน,เชียงคาน
115,ข้าวเปียกงอยโขง เชียงคาน,ร้านอาหาร,,,อาหาร,ทุกวัน 10.00 - 21.30 น.,08 0752 2009,,,https://www.wongnai.com/restaurants/147916vt-%E0%B8%87%E0%B8%AD%E0%B8%A2%E0%B9%82%E0%B8%82%E0%B8%87,,17.89543051,101.6542247,781230.4801,1980619.074,เชียงคาน,เชียงคาน
116,ปล่อยแสงผัดไทยสูตรโบราณ เชียงคาน,ร้านอาหาร,,,อาหาร,ทุกวัน 10.00 - 20.30 น.,08 3661 3936,,,https://www.wongnai.com/restaurants/217393Po-%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%97%E0%B9%82%E0%B8%9A%E0%B8%A3%E0%B8%B2%E0%B8%93-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99,,17.89489119,101.6535974,781164.8257,1980558.406,เชียงคาน,เชียงคาน
117,ร้านซอยซาวเชียงคาน,ร้านอาหาร,,,อาหาร,ทุกวัน 06.00 – 13.00 น.,0 4282 1314,,,,https://www.chillpainai.com/scoop/10738/,17.89701277,101.6599189,781831.673,1980802.89,เชียงคาน,เชียงคาน
118,เวียงเวียต,ร้านอาหารเวียดนาม,,,อาหารเวียดนาม,ทุกวัน 10:30 - 20:00 น.,08 9009 4345,,,https://www.tripgether.com/%E0%B8%AD%E0%B8%B1%E0%B8%9B%E0%B9%80%E0%B8%94%E0%B8%95%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7/9-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-%E0%B8%9A%E0%B8%A3%E0%B8%A3%E0%B8%A2%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%94%E0%B8%B5-%E0%B8%A3%E0%B8%AA%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A3%E0%B8%B5%E0%B9%88%E0%B8%81%E0%B8%B9%E0%B9%8A%E0%B8%94-%E0%B8%A1%E0%B8%B2%E0%B8%96%E0%B8%B6%E0%B8%87%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%95%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B9%89%E0%B8%B2%E0%B8%A1%E0%B8%9E%E0%B8%A5%E0%B8%B2%E0%B8%94/,https://www.facebook.com/ViengViet2323/,17.89657955,101.6582702,781657.5687,1980752.424,เชียงคาน,เชียงคาน
119,อิ่มอร่อยสมใจ,ร้านอาหารเวียดนาม,,,ข้าวเปียกเส้น โจ้ก ไข่กระทะ ยำหมูยอ ,"อังคาร - อาทิตย์ 16:00 - 22:00 น. 
",09 6239 6498,,,https://www.wongnai.com/restaurants/144962HZ-%E0%B8%AD%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2%E0%B8%AA%E0%B8%A1%E0%B9%83%E0%B8%88,https://www.facebook.com/wanlada18/,17.89646504,101.6580838,781637.9838,1980739.461,เชียงคาน,เชียงคาน
120,ซุปจักรพรรดิ เชียงคาน ,ร้านอาหารจีน,,,ซุป ติ่มซำ,ทุกวัน 16.00 - 22.00 น. หยุดวันอังคาร,08 6222 7655,,,https://www.wongnai.com/listings/chiangkhan-good-view-restaurants,https://m.facebook.com/SoupJakkaphat/?locale2=th_TH,17.8961604,101.6569157,781514.6222,1980703.962,เชียงคาน,เชียงคาน
121,ครัวศรีพรรณ,ร้านอาหารตามสั่ง,,,อาหารตามสั่ง,ทุกวัน 10:00 - 22:00 น.,0 4282 1797,,,https://www.wongnai.com/restaurants/120346mR-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%93,https://www.facebook.com//sripanrestaurant01/,17.896109,101.65615,781433.5285,1980697.113,เชียงคาน,เชียงคาน
122,ต้องมาโดน เล่าปั่น,ร้านอาหารตามสั่ง,ร้านอาหารริมน้ำ,,อาหาร เครื่องดื่ม,ทุกวัน 17:00 - 22:00 น. หยุดวันพุธ,08 1570 8577,,,https://www.wongnai.com/restaurants/141130wp-ต้องมาโดน-เล่าปั่น,https://web.facebook.com/TongMaDon/?_rdc=1&_rdr,17.895891,101.655247,781338.1387,1980671.608,เชียงคาน,เชียงคาน
123,เฟื่องฟ้า บะหมี่โบราณ,ร้านอาหารตามสั่ง,,,อาหารตามสั่ง ก๋วยเตี๋ยว,ทุกวัน 07:00 - 15:30 น.,09 0665 7210,,,,https://www.facebook.com/fuengfahnoodlebar/,17.89378084,101.6549527,781310.2676,1980437.502,เชียงคาน,เชียงคาน
124,ร้านบ้านเชฟ,ร้านอาหารตามสั่ง,อาหารฟิวชั่น,เบเกอรี/เค้ก,อาหาร ขนมหวาน เบเกอรี่,"ทุกวัน 12:00 - 21:00 น. หยุดวันอังคาร
",08 6563 9345,,,https://www.wongnai.com/restaurants/157626Ck-กินเส้นเด้-กินข้าวเด้อ,https://www.facebook.com/people/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%8A%E0%B8%9F-%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%AA%E0%B8%B4%E0%B8%9A%E0%B8%9A%E0%B8%99-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99/100052470007109/,17.89359723,101.6552906,781346.3815,1980417.68,เชียงคาน,เชียงคาน
125,บ้านยายชุม ข้าวขาหมูโบราณ,ร้านอาหารตามสั่ง,,,อาหาร,ทุกวัน 10:00 - 22:00 น.,08 5008 2097,,,,https://www.wongnai.com/restaurants/187746yY-บ้านยายชุม-ข้าวขาหมูโบราณ,17.89419548,101.6528126,781082.7203,1980480.184,เชียงคาน,เชียงคาน
126,เฮือนหลวงพระบาง,ร้านอาหารพื้นเมืองเชียงคาน ,,,ร้านอาหาร กุญเชียง OTOP,ทุกวัน 11:00 - 15:00 น. 17:00 - 22:00 น. ,08 9009 4345,,,https://www.wongnai.com/restaurants/48087Eu-%E0%B9%80%E0%B8%AE%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B2%E0%B8%87,https://web.facebook.com/Heonluangprabang/?_rdc=1&_rdr,17.89582512,101.6554632,781361.1664,1980664.64,เชียงคาน,เชียงคาน
127,ลุกโภชนา เชียงคาน สาขา 1,ร้านอาหารพื้นเมืองเชียงคาน ,,,อาหาร,ทุกวัน เวลา 06.00 - 11.00 น. และ 17.00 - 21.00 น.,08 8059 5228    ,0 4282 1251,,https://www.wongnai.com/restaurants/93502QE-%E0%B8%A5%E0%B8%B8%E0%B8%81%E0%B9%82%E0%B8%A0%E0%B8%8A%E0%B8%99%E0%B8%B2,http://www.facebook.com/ลุก โภชนา,17.89452931,101.6541929,781228.5283,1980519.233,เชียงคาน,เชียงคาน
128,ลุกโภชนา เชียงคาน สาขา 2 @รีสอร์ท,ร้านอาหารพื้นเมืองเชียงคาน ,,,อาหาร,ทุกวัน 10.00  - 21.00 น.  ,08 7199 2625,,,https://locanfy.com/th/-407566000.html,http://www.facebook.com/ลุก โภชนา,,,,,เชียงคาน,เชียงคาน
